timestamp,latitude,longitude
1681712758.116816,45.42382031951233,11.947795251548468
1681712759.066512,45.42382311653182,11.947803805256601
1681712760.0165157,45.42382311653182,11.947803805256601
1681712760.9999757,45.42383263360184,11.947817187726791
1681712762.000028,45.42383462299978,11.947823678314041
1681712763.0000339,45.4238358310763,11.947835920726064
1681712763.9995313,45.42383426909366,11.947847988329528
1681712764.9995384,45.42384298296228,11.947868676142376
1681712765.9995446,45.4238444630051,11.94789018022185
1681712766.9995518,45.42385437823772,11.947891568940285
1681712767.999557,45.423864118271744,11.947894954925738
1681712768.9995623,45.42387133540462,11.947905773192277
1681712769.9995675,45.42386897050976,11.94790917341934
1681712770.9995718,45.42386089998708,11.947921038672815
1681712771.999576,45.42384703579283,11.947928540839015
1681712772.9995792,45.423846655864,11.947937674328447
1681712773.9995823,45.42384044966747,11.947956099785912
1681712774.999585,45.42383354434988,11.947972221432217
1681712775.9995875,45.423824000474255,11.94799210713083
1681712777.0005898,45.42382529115186,11.948034802901256
1681712778.0005915,45.42382824836736,11.948040501044579
1681712779.0005937,45.42382221751623,11.948049140808333
1681712780.0005953,45.42382388163023,11.948051183280786
1681712781.000596,45.42384502148743,11.948069598681721
1681712782.0005975,45.423857088679924,11.94809510898722
1681712783.000598,45.42386995675661,11.948115606720577
1681712784.0005982,45.42389753066551,11.948153394925729
1681712785.000599,45.42391791865397,11.948163649863291
1681712786.0005994,45.42393144953879,11.948167871592874
1681712787.000599,45.42394810856424,11.948198888501453
1681712788.0005987,45.42395315295692,11.948224921379499
1681712789.0005994,45.42397160454059,11.948256807234676
1681712790.0005977,45.423980168897806,11.948280265437889
1681712791.0005984,45.423996580636036,11.948291426984232
1681712792.0005968,45.42402077812784,11.948309450527695
1681712793.000597,45.424056787568226,11.948323629452386
1681712794.0005956,45.424090578145595,11.94833075793274
1681712795.0005946,45.42413345007122,11.948330634599213
1681712796.0005937,45.42415865094791,11.948331068239156
1681712797.000593,45.42417555392258,11.948328228161834
1681712798.000591,45.42418899298611,11.948332105008749
1681712799.0005903,45.42420768559069,11.948335106288505
1681712800.0005884,45.42422821557427,11.94833436591259
1681712801.0005872,45.42424275825395,11.948341334872492
1681712802.0005865,45.42426094056629,11.94834841599462
1681712803.0005846,45.42427862878152,11.94835559092705
1681712804.0005822,45.424296679841866,11.948361902275707
1681712805.0005815,45.42431377639929,11.948372240595376
1681712806.0005798,45.42433221037705,11.948378470690193
1681712807.0005784,45.42434509448255,11.948389421063865
1681712808.0005763,45.42435899421013,11.948390899427247
1681712809.000575,45.42437761836464,11.94838209675047
1681712810.000573,45.42438956489451,11.948386987028872
1681712811.0005708,45.42440047748344,11.948404872021037
1681712812.0005689,45.42441291285538,11.948418681580847
1681712813.0005672,45.42442774102519,11.948426494037747
1681712814.0005648,45.424441218925445,11.948434505629093
1681712815.0005636,45.42445512723598,11.94844348431834
1681712816.0005617,45.42446780080781,11.94845450355189
1681712817.0005598,45.42447852887535,11.948465932306329
1681712818.000557,45.42448911499891,11.94848179048223
1681712819.000555,45.42450487008173,11.948485704744272
1681712820.0005531,45.424520228308204,11.94849380216036
1681712821.0005515,45.42453424733347,11.948497262910934
1681712822.0005486,45.42454739063224,11.94850686440107
1681712823.000547,45.42456170998036,11.948519072565547
1681712824.000545,45.42457591617619,11.948526554403914
1681712825.0005426,45.42459124389944,11.948530643097282
1681712826.0005407,45.42460589068885,11.94853996943147
1681712827.0005379,45.424617544467104,11.948554852901305
1681712828.0005357,45.42463117140487,11.948564666505902
1681712829.0005333,45.42464258875425,11.948579905621992
1681712830.0005317,45.42465220770288,11.94860140679574
1681712831.0005293,45.42466276431512,11.948617502556813
1681712832.0005274,45.42467557340373,11.948631073417719
1681712833.0005255,45.42468697348745,11.948642759725859
1681712834.0005226,45.42470090507212,11.94864802629057
1681712835.0005207,45.42471500210455,11.948653752455106
1681712836.0005178,45.424717482299535,11.948678024768698
1681712837.0005164,45.42472203968431,11.948693288245172
1681712838.0005143,45.424729993748905,11.948702367945483
1681712839.0005116,45.42473370658961,11.948706216791546
1681712840.0005097,45.424730811524384,11.94869999120298
1681712841.0005069,45.42471390901089,11.948677882651678
1681712842.0005047,45.4246916391909,11.948665519421912
1681712843.0005026,45.42466995455114,11.948646665155238
1681712844.0005004,45.42465123576627,11.948628344427465
1681712845.0004973,45.424637161409855,11.94860837289255
1681712846.0004954,45.4246255378355,11.94858537877475
1681712847.0004935,45.42461710717996,11.948558477335602
1681712848.0004914,45.424609757884205,11.948538143393026
1681712849.0004883,45.42459816105432,11.948514008944532
1681712850.0004864,45.42459495697419,11.948489548423003
1681712851.0004842,45.424586429880165,11.94846759497503
1681712852.0004818,45.42457877588366,11.948446776585829
1681712853.0004795,45.42456873586027,11.9484274242073
1681712854.0004773,45.42456276321358,11.94840499805002
1681712855.000475,45.424559677895424,11.948382552832326
1681712856.0004725,45.42455609259013,11.94836380538471
1681712857.0004706,45.424551277726074,11.948346569728326
1681712858.0004678,45.42454823249489,11.948333784686225
1681712859.0004652,45.424541830831075,11.94832043853752
1681712860.0004632,45.42453787900989,11.948307718926616
1681712861.0004606,45.42452626557613,11.948292634818193
1681712862.0004582,45.424513763347065,11.948284425789605
1681712863.0004563,45.42450052755431,11.948276818689434
1681712864.0004537,45.424488010302134,11.948271172247491
1681712865.0004516,45.42447522304763,11.948264462789655
1681712866.0004492,45.42446382068442,11.948258543510532
1681712867.0004468,45.424454091967156,11.948254296024045
1681712868.000445,45.424445506384984,11.94824997456562
1681712869.000443,45.42443325271932,11.948244053800732
1681712870.0004396,45.42442036477318,11.948240178217713
1681712871.0004377,45.42440733274969,11.948237365471945
1681712872.0004354,45.4244023725159,11.948229939190417
1681712873.0004327,45.42439526570618,11.948219998840028
1681712874.000431,45.42438258272556,11.948216858266614
1681712875.0004282,45.42436990727672,11.948220525581744
1681712876.00071,45.424357504940126,11.94822848369406
1681712877.0007043,45.424352165232925,11.948243060040175
1681712878.0006983,45.4243534909976,11.948266033087084
1681712879.0006936,45.424351120150405,11.948287839679145
1681712880.0006876,45.424345006245346,11.948298230507719
1681712881.0006816,45.42433551394603,11.948301732744229
1681712882.0006762,45.42432150867147,11.948297258258826
1681712883.0006719,45.42430726383645,11.948292534333875
1681712884.000667,45.42429022760881,11.948285352996637
1681712885.000662,45.42427686957412,11.948278603231666
1681712886.0006573,45.42426274276135,11.94827964221951
1681712887.0006528,45.42425163773952,11.948289104556016
1681712888.0006487,45.424237346090834,11.948297932536166
1681712889.0006452,45.42423117250515,11.948309435220354
1681712890.0006409,45.424222328238216,11.948315709882197
1681712891.0006363,45.42421245480764,11.948324625490104
1681712892.0006332,45.42420792672479,11.948339850760604
1681712893.0006285,45.42420867138342,11.948356727751827
1681712894.0006242,45.42420969783641,11.948368404249651
1681712895.000622,45.424209505809245,11.948377576675599
1681712896.000618,45.42420605806138,11.948378211428796
1681712897.0006144,45.424201127007464,11.948378811756262
1681712898.0006108,45.424194760668314,11.948375627211016
1681712899.0006075,45.42419205360918,11.94837371542566
1681712900.0006037,45.42418785994007,11.948376840487386
1681712901.0006003,45.424184789432566,11.948372179957289
1681712902.0005972,45.424187006613174,11.948368798113874
1681712903.0005949,45.42418048657334,11.94836986558429
1681712904.0005913,45.42417712057089,11.948369086951136
1681712905.000588,45.424173717487726,11.94836198050664
1681712906.0005841,45.424171059191664,11.948349780822744
1681712907.0005808,45.4241731975023,11.948333160132016
1681712908.0005789,45.42418555496231,11.948312023571216
1681712909.0005753,45.42420040395804,11.948279041824376
